id,latitude,longitude
43320,13.001900,77.571726
125199,13.002307,77.531846
57908,13.002325,77.568093
45099,13.003117,77.612172
45120,13.003117,77.612172
155909,13.003507,77.589095
112228,13.003526,77.589096
31404,13.003978,77.573554
27497,13.004165,77.601905
143771,13.004166,77.629444
11971,13.004266,77.613892
42472,13.004681,77.599944
43646,13.004681,77.599944
31611,13.004792,77.634924
14714,13.005125,77.624695
36731,13.005511,77.569236
37017,13.005511,77.569236
45317,13.005511,77.569236
55413,13.005511,77.569236
57922,13.005554,77.569929
51643,13.005680,77.568863
31514,13.005924,77.687788
24854,13.006092,77.659450
24864,13.006092,77.659450
24990,13.006201,77.658382
51195,13.006270,77.554991
31633,13.006734,77.646663
38700,13.007345,77.591597
20265,13.007567,77.650466
32249,13.007660,77.574147
30601,13.008067,77.526931
44994,13.008208,77.592293
31574,13.008278,77.658165
40779,13.008337,77.548776
24861,13.008489,77.673703
31242,13.008940,77.688946
48797,13.009222,77.583563
30591,13.009249,77.526884
14695,13.009574,77.564073
32169,13.009787,77.569111
45655,13.010027,77.618529
46467,13.010331,77.618979
43704,13.010491,77.525023
40841,13.010827,77.537629
37022,13.010970,77.506778
43940,13.011058,77.555064
55020,13.011058,77.555064
24801,13.011072,77.554993
26892,13.011072,77.554993
27256,13.011072,77.554993
34840,13.011072,77.554993
32167,13.011477,77.568712
31619,13.011798,77.610433
34322,13.012423,77.556203
32938,13.012425,77.625846
36918,13.012511,77.704270
31277,13.012724,77.648188
37421,13.014328,77.487941
44297,13.014550,77.584801
43111,13.014601,77.573681
43527,13.014601,77.573681
40836,13.014625,77.510614
11903,13.015002,77.677950
31605,13.015424,77.615249
45104,13.015770,77.614847
45749,13.015770,77.614847
42928,13.015904,77.637862
31662,13.016298,77.679259
36995,13.016313,77.678481
37355,13.016744,77.704468
31208,13.017207,77.695851
31304,13.017691,77.630493
44314,13.018746,77.594178
11879,13.018871,77.553504
31617,13.019040,77.645131
27243,13.019145,77.646453
27245,13.019145,77.646453
42985,13.019145,77.646453
33262,13.019386,77.558465
33854,13.020001,77.576270
25284,13.020049,77.645770
31358,13.020049,77.645770
31378,13.020049,77.645770
31528,13.020217,77.646437
44296,13.020372,77.583742
33841,13.020476,77.594518
43529,13.020476,77.594518
44303,13.020476,77.594518
44313,13.020476,77.594518
32461,13.020585,77.588674
14698,13.021834,77.643590
28631,13.021891,77.647193
31494,13.022562,77.631368
32488,13.022832,77.632521
42566,13.023352,77.651214
27062,13.023457,77.599625
27937,13.023549,77.599289
11939,13.023728,77.597628
56336,13.023791,77.564938
24147,13.023992,77.643294
33918,13.023992,77.643294
29976,13.024033,77.631167
31492,13.024144,77.625800
32401,13.024655,77.642451
30976,13.024681,77.675392
28235,13.024729,77.594753
32337,13.024729,77.594753
36933,13.024729,77.594753
38695,13.024729,77.594753
46330,13.024731,77.593082
32030,13.025030,77.534024
33258,13.025030,77.534024
38683,13.025030,77.534024
48634,13.025030,77.534024
12827,13.025540,77.647169
24984,13.026138,77.636208
44307,13.026367,77.593262
11888,13.026604,77.585916
31285,13.026692,77.636541
40400,13.027114,77.577100
45319,13.027347,77.538296
29964,13.027449,77.541441
35701,13.028269,77.571356
37477,13.028269,77.571356
30139,13.028513,77.519676
46059,13.028513,77.519676
26764,13.029799,77.604704
56334,13.029988,77.570584
56335,13.029988,77.570595
43082,13.030579,77.564874
43881,13.030579,77.564874
43325,13.031494,77.565524
22049,13.031955,77.636050
42632,13.032633,77.658335
42986,13.032633,77.658335
31660,13.032838,77.715635
27421,13.033493,77.673888
43966,13.033920,77.641904
27438,13.034508,77.623679
45107,13.034866,77.620677
25536,13.035198,77.630991
45242,13.035324,77.628470
27941,13.035356,77.598787
36030,13.035356,77.598787
44235,13.035356,77.598787
44294,13.035922,77.736180
31305,13.035934,77.643148
17510,13.036178,77.560168
135675,13.036263,77.504609
135676,13.036263,77.504609
135678,13.036263,77.504609
32409,13.036552,77.589578
39646,13.037240,77.623425
31618,13.037559,77.643386
42936,13.037847,77.650617
43536,13.038382,77.589607
43538,13.038382,77.589607
44308,13.038382,77.589607
28662,13.039457,77.500018
26228,13.039564,77.620514
31286,13.040158,77.628335
45889,13.040303,77.589634
36544,13.040901,77.555494
33250,13.041694,77.616715
26172,13.042073,77.621010
45106,13.042157,77.613578
43539,13.042242,77.548957
44293,13.042562,77.586219
26386,13.043198,77.625520
28265,13.043592,77.511576
32152,13.043783,77.495045
44304,13.045096,77.626896
49504,13.045308,77.547893
36066,13.045355,77.505395
34668,13.045431,77.547870
36110,13.045431,77.547870
37311,13.045431,77.547870
35763,13.046321,77.633731
35764,13.046321,77.633731
24298,13.046433,77.628025
34879,13.049264,77.506109
51193,13.050091,77.623261
32771,13.050754,77.515428
34675,13.050754,77.515428
47421,13.052589,77.517697
12037,13.052634,77.755222
22806,13.053112,77.618920
49590,13.053475,77.512783
42678,13.054488,77.507533
45641,13.054490,77.591546
43648,13.055193,77.642221
38675,13.056866,77.585941
44312,13.057457,77.592823
43528,13.057521,77.626203
34564,13.058210,77.498377
47380,13.059124,77.580838
47590,13.060190,77.558306
42835,13.060548,77.508203
43949,13.060688,77.771809
43950,13.060688,77.771809
31572,13.061686,77.531903
45179,13.063141,77.620677
29898,13.064225,77.504880
30137,13.066336,77.511778
30138,13.066336,77.511778
42834,13.066946,77.506224
39719,13.068825,77.667680
38145,13.069828,77.589606
52153,13.069828,77.589606
45163,13.070640,77.598798
16839,13.070891,77.556630
47419,13.073986,77.527382
30270,13.074580,77.502043
30120,13.075397,77.509395
34664,13.075397,77.509395
34698,13.075397,77.509395
47383,13.077853,77.554622
45176,13.077896,77.597558
36723,13.080114,77.547940
29908,13.081072,77.556167
36558,13.083984,77.560333
55775,13.084725,77.483103
42720,13.085022,77.484381
54941,13.085279,77.644533
21013,13.086812,77.553520
44315,13.089470,77.556218
29913,13.089709,77.545769
40398,13.092747,77.590026
31298,13.092810,77.593904
45525,13.093403,77.595040
39598,13.096199,77.590681
58874,13.096507,77.570419
38563,13.097615,77.591572
38686,13.097615,77.591572
47100,13.097615,77.591572
47095,13.097724,77.566212
45800,13.099482,77.589340
39344,13.101217,77.572603
39375,13.102075,77.490308
40421,13.103619,77.580569
42439,13.104245,77.571319
47481,13.104766,77.576099
36551,13.106974,77.573226
39371,13.111797,77.561081
25586,13.115275,77.606748
25751,13.115466,77.606998
33837,13.115466,77.606998
36460,13.115466,77.606998
38448,13.115466,77.606998
38763,13.115466,77.606998
39101,13.115466,77.606998
42567,13.115466,77.606998
42666,13.115466,77.606998
47379,13.121986,77.604852
35843,13.130886,77.574121
40408,13.133225,77.558651
47558,13.133999,77.478801
43533,13.136125,77.565524
